CustomerID,Country,Annual_Income,Spending_Score,Purchase_Frequency
2685,India,108608,75,10
2686,France,50561,55,23
2687,Canada,17892,64,15
2688,Canada,114502,65,10
2689,Kenya,39395,54,1
2690,USA,33756,96,19
2691,Japan,102710,40,2
2692,India,49651,53,13
2693,France,81333,44,25
2694,China,88745,63,16
2695,China,64306,2,8
2696,UK,36346,79,3
2697,Canada,43024,21,21
2698,Brazil,109950,88,19
2699,USA,55818,50,14
2700,India,20947,81,11
2701,Kenya,90153,52,29
2702,China,101240,9,12
2703,France,109238,99,11
2704,UK,82428,20,28
2705,Rwanda,44754,83,11
2706,France,78355,18,22
2707,USA,73241,84,21
2708,Brazil,83960,30,27
2709,UK,28418,65,18
2710,Rwanda,110422,24,30
2711,UK,115319,88,10
2712,Japan,103593,47,16
2713,India,70184,83,8
2714,UK,19833,94,6
2715,South Africa,90430,90,30
2716,Japan,56833,44,19
2717,Japan,15565,29,13
2718,USA,55180,77,15
2719,South Africa,33402,68,13
2720,Germany,57845,17,1
2721,France,90851,97,21
2722,Brazil,27834,5,28
2723,Australia,82850,92,27
2724,France,52180,88,2
2725,UK,18883,81,13
2726,Brazil,90587,50,2
2727,China,26695,40,25
2728,Germany,38123,46,11
2729,China,73481,51,13
2730,South Africa,88438,11,10
2731,China,32573,12,23
2732,Kenya,109910,13,22
2733,India,71494,64,15
2734,France,27288,8,29
2735,Australia,61978,65,1
2736,Kenya,87420,9,14
2737,USA,91095,92,10
2738,Australia,69672,2,18
2739,China,76821,78,11
2740,UK,98661,13,7
2741,Rwanda,84224,2,15
2742,Germany,104405,68,3
2743,Canada,118673,76,2
2744,Australia,69796,48,22
2745,China,59706,74,8
2746,Germany,19023,3,8
2747,Brazil,97636,68,11
2748,France,51735,6,16
2749,Japan,87959,87,2
2750,India,54218,5,22
2751,Germany,27213,3,28
2752,UK,116519,10,5
2753,South Africa,113694,43,7
2754,UK,43460,19,20
2755,Germany,79680,14,28
2756,UK,46017,21,13
2757,France,113536,43,2
2758,UK,107038,28,26
2759,Australia,45990,21,3
2760,Japan,34515,36,9
2761,UK,44991,24,10
2762,Japan,22634,54,24
2763,Rwanda,92034,38,13
2764,China,91452,17,25
2765,USA,44377,22,21
2766,France,48001,83,13
2767,USA,16391,45,5
2768,China,80206,74,23
2769,Rwanda,57215,61,7
2770,France,94720,11,17
2771,Germany,42114,61,28
2772,Germany,26882,38,15
2773,Japan,32273,66,30
2774,China,60647,33,5
2775,Japan,97665,43,24
2776,Rwanda,79892,31,7
2777,India,57679,35,27
2778,UK,15427,37,2
2779,Canada,111952,47,30
2780,India,81267,100,24
2781,UK,15799,23,18
2782,France,70659,36,10
2783,Japan,109409,40,1
2784,France,22025,90,27
2785,Rwanda,29481,89,27
2786,Kenya,40411,81,14
2787,Kenya,111894,15,27
2788,Kenya,29961,37,19
2789,Rwanda,36767,4,16
2790,France,66690,22,19
2791,UK,67870,81,6
2792,Rwanda,51135,22,12
2793,Kenya,79514,81,3
2794,China,101928,78,7
2795,Rwanda,93798,78,24
2796,South Africa,85765,17,3
2797,UK,38772,72,25
2798,Kenya,33799,98,17
2799,Brazil,38555,90,15
2800,Germany,107152,94,19
2801,Germany,34333,86,28
2802,India,19261,80,19
2803,Germany,84002,94,23
2804,UK,61553,80,11
2805,Australia,18088,38,27
2806,Japan,60783,24,21
2807,UK,16115,100,20
2808,South Africa,85114,99,2
2809,UK,83126,6,7
2810,Rwanda,87908,68,19
2811,Canada,84109,82,7
2812,Japan,17978,6,10
2813,Brazil,24422,26,12
2814,Germany,58626,91,23
2815,Japan,104233,41,27
2816,Germany,71174,75,18
2817,India,111356,38,23
2818,Japan,52743,80,6
2819,Kenya,85461,83,26
2820,Germany,72199,43,20
2821,Brazil,44430,53,27
2822,Kenya,43834,15,21
2823,USA,39435,90,28
2824,France,102212,56,8
2825,France,70797,56,5
2826,Brazil,58554,31,3
2827,Canada,69555,83,2
2828,USA,100350,57,22
2829,India,29716,51,6
2830,Brazil,75261,24,7
2831,Kenya,42528,58,8
2832,France,16995,73,4
2833,Rwanda,37414,87,12
2834,France,28844,4,24
2835,France,51659,10,12
2836,Kenya,30522,63,17
2837,China,89034,73,22
2838,Brazil,57322,83,22
2839,UK,82638,15,19
2840,India,116334,98,9
2841,France,23524,63,12
2842,Rwanda,45846,19,28
2843,Germany,88643,63,21
2844,Brazil,75096,56,17
2845,South Africa,98804,21,23
2846,Kenya,62703,34,10
2847,China,39399,17,30
2848,Brazil,90160,18,19
2849,India,107662,81,26
2850,Rwanda,103667,66,26
2851,China,63591,51,11
2852,India,35714,65,20
2853,Brazil,50877,43,22
2854,UK,99106,57,24
2855,South Africa,93018,10,13
2856,India,114854,37,4
2857,China,74136,48,15
2858,China,48414,69,12
2859,India,101576,56,25
2860,Australia,93943,76,24
2861,Brazil,60468,36,26
2862,Australia,113841,31,10
2863,Canada,94702,55,22
2864,Brazil,87108,38,7
2865,India,113538,73,24
2866,USA,107508,90,2
2867,Rwanda,61835,15,21
2868,India,78333,16,29
2869,Australia,57464,77,7
2870,UK,37923,89,8
2871,Rwanda,76855,94,21
2872,India,82445,53,19
2873,India,113384,56,6
2874,UK,82619,7,21
2875,India,61146,57,8
2876,Rwanda,75032,55,25
2877,France,32140,52,25
2878,USA,17670,4,28
2879,Germany,51519,43,28
2880,USA,59512,40,22
2881,Kenya,72811,30,20
2882,South Africa,118565,10,4
2883,India,29691,94,25
2884,France,49262,7,20
2885,Brazil,69892,36,24
2886,India,40595,35,9
2887,Australia,72207,88,5
2888,France,48440,39,29
2889,UK,23630,36,6
2890,France,46250,20,19
2891,Kenya,109334,49,12
2892,UK,113748,96,5
2893,Canada,92518,59,5
2894,Germany,89191,49,30
2895,Japan,79791,90,18
2896,Rwanda,99118,26,26
2897,France,115591,36,6
2898,Rwanda,78753,43,9
2899,China,75520,99,11
2900,Australia,19008,43,23
2901,India,59464,99,14
2902,Australia,15496,76,24
2903,Rwanda,114767,33,2
2904,USA,38212,100,27
2905,Japan,35637,78,29
2906,USA,60227,97,14
2907,Canada,97413,45,25
2908,Japan,98346,45,19
2909,Japan,24884,88,10
2910,USA,83259,15,5
2911,UK,64810,95,30
2912,Kenya,19761,17,23
2913,Rwanda,88166,12,4
2914,USA,31375,22,7
2915,Australia,40218,23,24
2916,UK,45565,90,13
2917,Australia,117654,78,10
2918,Kenya,47975,12,30
2919,Canada,42073,68,10
2920,India,84726,51,4
2921,Kenya,16883,13,16
2922,South Africa,83422,57,15
2923,Brazil,64629,55,21
2924,UK,79170,82,11
2925,Canada,89489,28,19
2926,South Africa,23381,44,21
2927,China,38238,19,24
2928,Canada,28795,46,3
2929,USA,110964,3,15
2930,USA,77999,83,16
2931,Kenya,64907,20,14
2932,Brazil,24638,25,29
2933,Canada,85467,75,5
2934,Rwanda,57623,56,26
2935,Germany,53492,81,17
2936,India,41411,61,18
2937,Kenya,35534,55,19
2938,USA,117364,35,1
2939,Brazil,44181,78,29
2940,India,118069,59,27
2941,Canada,34996,39,28
2942,Rwanda,87089,57,27
2943,Canada,98609,83,25
2944,Japan,87666,67,9
2945,Brazil,44405,34,21
2946,South Africa,116490,41,14
2947,USA,86325,22,20
2948,Rwanda,43930,27,21
2949,Germany,32529,21,20
2950,Canada,68546,41,28
2951,Germany,22942,31,21
2952,Canada,22548,27,23
2953,USA,33296,37,11
2954,India,66016,66,24
2955,France,112780,54,2
2956,India,15296,9,20
2957,Canada,82945,83,24
2958,Australia,74980,42,23
2959,France,71782,36,25
2960,South Africa,49229,10,5
2961,France,111382,59,22
2962,Germany,68444,40,27
2963,Brazil,50036,54,24
2964,Germany,54322,39,15
2965,Kenya,42167,7,12
2966,Germany,66667,4,14
2967,South Africa,109527,15,11
2968,Australia,98337,76,21
2969,India,66468,48,30
2970,India,87894,6,9
2971,China,68084,73,20
2972,Canada,78138,35,8
2973,Australia,37588,72,12
2974,China,77901,71,30
2975,Kenya,32671,68,3
2976,USA,98038,58,21
2977,Canada,105664,77,15
2978,Canada,46645,19,8
2979,Japan,22637,62,26
2980,Japan,15660,71,28
2981,UK,21922,10,7
2982,UK,108697,25,17
2983,Germany,59721,44,12
2984,USA,72256,99,20
2985,France,84506,58,18
2986,France,83943,25,18
2987,Japan,42843,93,29
2988,Japan,24046,76,15
2989,Japan,104336,40,23
2990,Australia,78985,76,28
2991,Brazil,95083,70,28
2992,UK,118064,10,3
2993,Australia,111925,66,19
2994,India,45346,25,15
2995,France,103284,71,16
2996,Kenya,117391,87,22
2997,South Africa,106384,11,22
2998,Canada,68526,36,17
2999,UK,88143,49,1
3000,China,51787,48,11
3001,Rwanda,48583,87,6
3002,India,27563,7,23
3003,Kenya,61060,91,9
3004,UK,48690,77,20
3005,South Africa,109712,51,16
3006,Australia,29925,17,30
3007,USA,101787,32,26
3008,Canada,98184,26,6
3009,UK,35108,22,12
3010,Brazil,91515,13,19
3011,Japan,83258,12,13
3012,Japan,20355,71,13
3013,Canada,61069,1,27
3014,South Africa,109335,33,4
3015,Kenya,115854,14,9
3016,Australia,69471,64,14
3017,Japan,47705,43,14
3018,UK,58909,58,17
3019,China,103606,41,5
3020,France,68739,81,27
3021,France,91820,68,23
3022,India,102273,39,19
3023,Kenya,38241,1,2
3024,Germany,42414,41,13
3025,USA,65818,45,11
3026,Canada,35895,88,2
3027,India,107307,98,1
3028,Germany,77409,98,21
3029,Australia,70324,88,29
3030,Brazil,81920,79,3
3031,Brazil,68555,81,27
3032,USA,80453,13,12
3033,Kenya,37689,71,7
3034,Japan,79356,9,1
3035,UK,108011,63,9
3036,India,23252,99,30
3037,Rwanda,45844,23,18
3038,India,110687,54,24
3039,Canada,38365,47,26
3040,Canada,21026,39,20
3041,Brazil,113303,87,6
3042,Brazil,43523,26,9
3043,Kenya,25482,1,23
3044,South Africa,63888,14,8
3045,China,65110,96,23
3046,China,105644,74,18
3047,South Africa,15493,65,25
3048,Japan,71194,69,15
3049,China,97001,67,1
3050,Kenya,54767,49,14
3051,Rwanda,44550,50,18
3052,Rwanda,28833,58,19
3053,UK,17970,53,19
3054,UK,113315,91,30
3055,Rwanda,110494,57,10
3056,India,97681,86,20
3057,France,116489,18,21
3058,South Africa,64177,16,6
3059,UK,82342,2,17
3060,Germany,86200,13,14
3061,Brazil,76501,45,13
3062,Canada,43900,80,8
3063,Kenya,29126,72,22
3064,Rwanda,85690,43,10
3065,China,102744,72,9
3066,South Africa,94303,54,5
3067,India,100579,74,23
3068,Rwanda,62994,97,27
3069,USA,82061,31,4
3070,Canada,114064,76,6
3071,Germany,31978,9,6
3072,China,71344,73,13
3073,Germany,61648,48,4
3074,Brazil,16055,18,22
3075,Rwanda,90582,94,8
3076,Brazil,116387,96,27
3077,Kenya,96214,87,5
3078,Japan,59876,11,2
3079,India,107160,62,9
3080,Canada,53725,84,11
3081,Australia,20255,19,20
3082,Australia,89947,100,20
3083,Canada,68380,90,11
3084,USA,68333,74,7
3085,Kenya,57459,24,26
3086,India,51163,13,14
3087,Germany,48971,46,26
3088,USA,111771,53,6
3089,France,80149,98,30
3090,Canada,99730,29,4
3091,Germany,34476,36,6
3092,Australia,83580,71,3
3093,UK,101593,94,23
3094,South Africa,84050,17,6
3095,Japan,90526,48,3
3096,Australia,119496,77,1
3097,India,22507,24,28
3098,Brazil,85393,54,26
3099,South Africa,27118,95,21
3100,South Africa,65529,91,26
3101,UK,83682,85,18
3102,Japan,106937,1,23
3103,Rwanda,69176,79,29
3104,Japan,106713,67,23
3105,France,119060,6,4
3106,France,19414,78,6
3107,China,98030,55,17
3108,Australia,100973,38,18
3109,Australia,77137,33,6
3110,Australia,18937,8,2
3111,China,51731,90,12
3112,Kenya,101862,79,12
3113,USA,53665,78,27
3114,Japan,89510,20,4
3115,UK,32500,55,16
3116,India,16750,48,20
3117,Japan,80018,83,10
3118,France,19027,56,25
3119,South Africa,20745,97,10
3120,Germany,76731,100,7
3121,Brazil,101984,88,14
3122,China,43451,10,7
3123,Canada,108743,52,12
3124,Germany,86474,50,11
3125,India,76536,34,17
3126,Australia,27150,36,11
3127,France,28406,61,21
3128,Rwanda,34781,100,3
3129,France,72417,16,19
3130,France,118157,79,22
3131,Australia,33325,18,4
3132,Canada,83684,71,8
3133,China,109415,47,14
3134,Germany,88469,86,20
3135,Australia,24436,32,24
3136,India,32669,43,14
3137,China,87010,83,28
3138,India,91764,40,16
3139,China,114074,65,15
3140,Canada,16843,35,12
3141,Brazil,80609,69,16
3142,India,65812,50,20
3143,Australia,31059,12,19
3144,China,101269,76,5
3145,France,55768,85,12
3146,Kenya,40395,58,29
3147,Japan,35202,83,5
3148,Rwanda,28273,63,10
3149,France,63889,73,26
3150,USA,113635,49,17
3151,Brazil,88048,36,15
3152,Brazil,108767,54,8
3153,France,103810,47,8
3154,Rwanda,118235,32,8
3155,Germany,60510,99,30
3156,Canada,102945,95,10
3157,India,85649,53,20
3158,Australia,17881,32,13
3159,Brazil,60913,62,30
3160,France,99785,37,16
3161,France,80037,96,9
3162,Canada,77457,38,16
3163,Canada,50343,30,10
3164,UK,77389,58,3
3165,UK,93250,32,23
3166,Germany,119489,66,22
3167,Kenya,23656,51,25
3168,Kenya,20741,11,28
3169,Germany,31661,59,14
3170,USA,112091,20,13
3171,Germany,43690,37,4
3172,China,47833,73,4
3173,Canada,117566,49,6
3174,Rwanda,86240,19,24
3175,Kenya,92711,55,19
3176,Australia,72141,40,11
3177,China,93232,7,8
3178,India,54023,5,14
3179,France,55209,42,8
3180,Germany,108590,88,30
3181,Rwanda,101612,48,14
3182,France,95522,7,23
3183,Brazil,29440,11,7
3184,USA,22960,73,21
3185,Brazil,37462,49,18
3186,USA,32821,30,12
3187,UK,72772,41,14
3188,France,42258,3,15
3189,USA,107889,86,18
3190,South Africa,103952,40,29
3191,Kenya,77524,51,12
3192,South Africa,37115,84,10
3193,South Africa,61433,32,12
3194,Japan,105504,48,8
3195,Kenya,103267,71,27
3196,China,103321,71,6
3197,Rwanda,119933,20,24
3198,USA,94364,89,19
3199,USA,85077,35,1
3200,China,55644,24,13
3201,France,77643,40,22
3202,France,28311,77,16
3203,South Africa,45531,52,18
3204,China,29588,39,12
3205,Kenya,64416,68,25
3206,South Africa,27380,61,5
3207,Brazil,57645,76,21
3208,Japan,32818,81,13
3209,Australia,45857,65,26
3210,India,36711,62,8
3211,Japan,20097,81,6
3212,France,43393,2,3
3213,Rwanda,37076,6,25
3214,Australia,99274,75,26
3215,UK,72609,43,20
3216,Germany,44317,82,26
3217,Rwanda,119765,40,4
3218,South Africa,73480,89,12
3219,USA,22044,39,13
3220,China,86033,28,2
3221,Rwanda,70486,80,19
3222,China,70162,63,4
3223,USA,94287,64,23
3224,South Africa,44882,12,13
3225,Rwanda,69078,41,19
3226,Germany,73734,29,8
3227,India,58826,23,8
3228,Germany,102985,85,16
3229,Australia,59028,80,26
3230,Germany,66331,51,11
3231,Australia,113938,45,18
3232,Germany,47543,90,4
3233,India,44362,22,24
3234,Rwanda,42315,10,1
3235,India,42746,7,1
3236,France,25057,73,30
3237,USA,57915,89,14
3238,India,36061,15,4
3239,Australia,66370,77,11
3240,India,49157,46,18
3241,France,26322,90,16
3242,China,84812,85,17
3243,Australia,92842,87,24
3244,France,49017,61,2
3245,Brazil,71792,92,4
3246,Brazil,42742,61,3
3247,UK,112136,51,15
3248,Germany,79808,38,2
3249,USA,32629,12,24
3250,Canada,23245,88,19
3251,Japan,111950,77,9
3252,France,58870,66,10
3253,China,110634,54,21
3254,Japan,79829,39,25
3255,China,25588,76,19
3256,Kenya,15442,39,28
3257,Kenya,117979,78,5
3258,Kenya,92339,30,14
3259,Japan,55721,48,10
3260,France,52145,83,16
3261,Canada,25599,31,6
3262,Japan,87594,25,25
3263,France,97742,68,8
3264,India,92430,51,2
3265,Canada,17939,13,18
3266,Kenya,37149,100,29
3267,Australia,81567,63,21
3268,China,25208,42,21
3269,Kenya,81098,54,21
3270,Brazil,64492,67,20
3271,Germany,35951,80,8
3272,Brazil,63920,90,27
3273,Kenya,61766,56,5
3274,Canada,72014,19,17
3275,Australia,43351,46,16
3276,China,99216,15,26
3277,Australia,64386,32,30
3278,Japan,102122,49,5
3279,Rwanda,24308,21,17
3280,China,74252,65,4
3281,Kenya,90145,70,1
3282,Japan,110031,27,22
3283,Rwanda,98211,23,6
3284,France,43064,47,1
3285,Canada,68879,95,28
3286,South Africa,23720,12,24
3287,France,57940,85,30
3288,UK,94993,66,4
3289,Australia,83475,5,2
3290,South Africa,62113,9,13
3291,Japan,63926,20,14
3292,India,53203,82,17
3293,France,103901,63,11
3294,UK,20392,86,3
3295,USA,40905,72,7
3296,South Africa,88508,98,10
3297,Brazil,65385,73,11
3298,China,45653,71,10
3299,UK,106865,30,8
3300,Canada,99720,82,5
3301,South Africa,29799,91,23
3302,France,75103,16,2
3303,Canada,30052,85,28
3304,Brazil,21044,5,28
3305,India,34871,29,15
3306,Australia,104303,47,16
3307,Australia,35234,22,4
3308,Kenya,36381,78,22
3309,Canada,32274,57,28
3310,Japan,102840,83,28
3311,India,98108,35,16
3312,Australia,118948,88,12
3313,India,64892,60,28
3314,UK,65521,70,14
3315,India,106501,60,12
3316,Germany,98920,58,28
3317,Brazil,98391,3,21
3318,Australia,32920,34,16
3319,India,31702,45,16
3320,Canada,118457,50,22
3321,USA,16894,2,12
3322,Germany,45985,15,2
3323,Germany,43287,37,23
3324,Japan,88527,15,24
3325,India,30439,60,29
3326,Kenya,109620,96,14
3327,Japan,57235,85,11
3328,Rwanda,42659,64,9
3329,Japan,39976,81,22
3330,USA,119239,98,7
3331,UK,97643,96,29
3332,India,82865,52,12
3333,France,83306,23,29
3334,Australia,71697,99,17
3335,Japan,85382,37,9
3336,Brazil,31651,41,6
3337,China,64044,57,12
3338,Brazil,29633,97,20
3339,USA,94164,25,10
3340,USA,15569,37,9
3341,Canada,74900,40,12
3342,Rwanda,82509,85,1
3343,Rwanda,116126,46,2
3344,UK,48038,60,19
3345,Kenya,64088,98,1
3346,Australia,88177,19,16
3347,South Africa,89466,91,16
3348,Japan,87216,9,18
3349,Brazil,81793,69,18
3350,China,88786,5,23
3351,USA,53138,89,26
3352,USA,78310,26,13
3353,UK,43757,19,22
3354,China,85394,30,12
3355,China,94027,100,9
3356,UK,105830,48,30
3357,USA,71151,16,5
3358,Australia,64272,71,9
3359,India,21908,18,30
3360,India,25844,56,13
3361,UK,66455,21,16
3362,China,118165,31,28
3363,Japan,83447,1,10
3364,UK,89527,3,30
3365,Australia,92108,95,16
3366,UK,58066,25,14
3367,Germany,110229,8,25
3368,Rwanda,55004,65,2
3369,Brazil,53333,62,28
3370,China,98029,7,25
3371,Kenya,54697,7,19
3372,Canada,32634,8,11
3373,Canada,39561,19,19
3374,China,33033,17,28
3375,Kenya,87887,11,11
3376,South Africa,70063,49,14
3377,Australia,40921,11,15
3378,Germany,34340,41,25
3379,Germany,77781,62,7
3380,USA,29901,52,15
3381,Brazil,25638,66,30
3382,India,53596,68,27
3383,France,101914,92,24
3384,Australia,59324,97,23
3385,France,103356,75,25
3386,France,105596,67,8
3387,China,47642,40,30
3388,Canada,40378,5,4
3389,Canada,65867,85,18
3390,India,88686,22,14
3391,China,57875,37,29
3392,France,104595,11,27
3393,Kenya,115061,44,21
3394,South Africa,98729,86,18
3395,Rwanda,79377,53,4
3396,Japan,69691,77,30
3397,Canada,108337,61,28
3398,Australia,79303,67,2
3399,Kenya,75839,13,21
3400,Australia,64063,92,6
3401,USA,106782,11,11
3402,UK,93343,11,1
3403,Japan,98071,85,15
3404,Canada,20492,85,12
3405,Germany,46357,7,24
3406,Canada,86838,17,18
3407,Kenya,47314,48,30
3408,USA,63697,14,5
3409,Australia,85283,63,11
3410,France,74567,64,24
3411,Germany,62006,97,21
3412,China,75011,75,19
3413,Brazil,25686,77,22
3414,France,52449,65,1
3415,Brazil,76606,34,17
3416,Japan,33891,9,8
3417,South Africa,67115,77,23
3418,UK,116732,37,16
3419,South Africa,75719,30,26
3420,Germany,110464,41,26
3421,India,88030,45,11
3422,Germany,51723,47,27
3423,South Africa,44877,7,19
3424,Canada,108517,14,24
3425,Kenya,29026,48,11
3426,Australia,35422,6,15
3427,Canada,24244,34,8
3428,Canada,48481,80,30
3429,Kenya,104180,100,14
3430,Kenya,73031,46,1
3431,Japan,23521,59,10
3432,France,16746,70,7
3433,India,98127,8,18
3434,India,107254,24,12
3435,Canada,83232,67,2
3436,Brazil,27012,4,18
3437,Japan,95224,96,29
3438,Canada,38457,1,21
3439,UK,85572,34,7
3440,Australia,44960,9,20
3441,Kenya,117022,63,27
3442,France,102695,76,12
3443,China,22910,10,20
3444,Kenya,17693,10,25
3445,UK,30858,50,14
3446,Brazil,43810,44,10
3447,Germany,35092,48,9
3448,Rwanda,103779,87,23
3449,Germany,63700,6,30
3450,South Africa,73105,88,15
3451,UK,45505,24,26
3452,South Africa,88228,85,20
3453,Canada,43555,95,24
3454,China,86934,58,10
3455,USA,87788,64,19
3456,Kenya,92257,94,19
3457,USA,32939,56,12
3458,Brazil,26825,98,23
3459,Canada,105787,82,29
3460,India,117491,12,27
3461,Kenya,39151,35,12
3462,South Africa,15036,71,9
3463,India,108948,89,29
3464,France,98707,6,27
3465,China,54051,65,20
3466,China,113297,80,4
3467,Germany,95738,60,1
3468,Japan,88596,68,16
3469,Kenya,75071,29,1
3470,South Africa,88601,38,13
3471,Brazil,44873,92,30
3472,USA,51648,22,3
3473,Rwanda,86468,8,12
3474,Brazil,41470,63,29
3475,India,80129,96,23
3476,India,23328,97,29
3477,Rwanda,21333,13,9
3478,UK,61638,27,4
3479,France,26268,18,2
3480,Kenya,85603,18,22
3481,China,32045,77,22
3482,Australia,55741,86,9
3483,South Africa,103306,62,20
3484,Brazil,57770,14,24
3485,South Africa,22887,11,13
3486,India,113718,86,14
3487,Japan,112906,100,29
3488,Germany,39918,17,3
3489,USA,50497,51,18
3490,France,108562,96,9
3491,Japan,76009,14,15
3492,France,26929,57,22
3493,UK,117201,93,27
3494,Australia,76762,6,24
3495,India,115473,57,27
3496,Germany,94099,4,10
3497,Rwanda,43546,11,25
3498,Kenya,93424,74,17
3499,Rwanda,52338,92,13
3500,Japan,49283,11,1
3501,France,97494,99,11
3502,China,93170,79,5
3503,UK,99787,8,9
3504,China,61566,84,7
3505,Germany,100464,59,7
3506,Kenya,117781,21,2
3507,Kenya,96991,65,19
3508,Japan,107680,93,20
3509,South Africa,43013,24,18
3510,UK,67132,30,10
3511,Kenya,102412,99,25
3512,Kenya,107498,97,5
3513,Japan,43084,84,16
3514,India,36143,57,29
3515,Canada,106627,80,23
3516,UK,29179,73,27
3517,China,113343,95,25
3518,Germany,73726,17,5
3519,Kenya,25222,59,15
3520,Kenya,74965,31,22
3521,Australia,79068,64,16
3522,India,38949,48,4
3523,Kenya,31116,23,14
3524,Canada,66052,70,24
3525,Australia,66369,30,17
3526,USA,63817,55,17
3527,India,118100,7,21
3528,Germany,117910,75,16
3529,France,98203,98,26
3530,UK,89311,12,9
3531,Japan,44655,60,2
3532,Germany,72802,52,11
3533,UK,62632,27,15
3534,Australia,29193,12,3
3535,South Africa,95212,13,24
3536,Japan,45776,72,16
3537,Brazil,58225,80,21
3538,China,75010,62,19
3539,USA,97735,29,22
3540,India,80451,35,6
3541,Kenya,63812,60,14
3542,South Africa,95602,29,5
3543,South Africa,33895,31,5
3544,Germany,80782,77,6
3545,USA,36209,76,18
3546,France,119820,61,22
3547,Rwanda,97336,2,18
3548,UK,76807,33,19
3549,UK,38086,72,2
3550,Germany,100637,62,17
3551,Canada,97027,59,28
3552,Canada,42207,40,1
3553,Kenya,35897,49,9
3554,Brazil,78083,32,13
3555,China,110028,38,4
3556,Japan,81957,92,5
3557,France,112551,79,26
3558,Kenya,93506,87,30
3559,USA,22283,88,23
3560,Canada,109024,13,18
3561,Brazil,96481,85,28
3562,Brazil,15255,54,27
3563,Germany,91555,76,10
3564,France,30487,13,25
3565,Australia,34346,39,28
3566,Japan,50050,23,4
3567,China,23744,92,26
3568,India,39756,14,26
3569,Germany,76596,17,13
3570,Japan,98397,24,13
3571,India,40146,58,17
3572,India,70032,63,8
3573,France,57687,34,4
3574,France,61103,51,23
3575,Kenya,36976,86,3
3576,USA,77863,10,11
3577,Brazil,15591,72,12
3578,Japan,21277,21,9
3579,Germany,76860,37,15
3580,Kenya,17260,7,13
3581,Rwanda,80883,90,5
3582,UK,39741,13,5
3583,Germany,52211,80,19
3584,USA,56542,30,11
3585,China,21869,31,9
3586,South Africa,108618,5,3
3587,South Africa,102616,32,18
3588,Brazil,79732,16,27
3589,South Africa,109515,73,13
3590,South Africa,34422,22,25
3591,UK,50613,64,28
3592,Canada,72016,44,12
3593,China,75110,40,9
3594,France,103529,37,10
3595,India,92922,78,28
3596,Canada,49033,16,13
3597,Germany,60213,43,20
3598,Germany,76993,84,20
3599,South Africa,27938,63,13
3600,France,91695,15,27
3601,USA,17274,44,26
3602,Japan,99390,90,29
3603,Canada,46815,9,29
3604,Canada,91018,65,22
3605,Australia,33961,99,9
3606,China,35044,44,24
3607,Brazil,114372,20,10
3608,China,36975,70,19
3609,Japan,29706,74,6
3610,Germany,20974,33,29
3611,Germany,91464,80,7
3612,Germany,36213,100,15
3613,Australia,16950,6,22
3614,Germany,100013,83,19
3615,Japan,25411,31,14
3616,Kenya,102231,66,30
3617,France,61156,18,16
3618,Rwanda,77744,28,14
3619,Brazil,32771,68,29
3620,Japan,84810,65,29
3621,South Africa,50053,80,25
3622,Kenya,67076,45,20
3623,Brazil,22045,58,2
3624,Japan,72623,47,9
3625,Kenya,44714,66,3
3626,Germany,49386,52,6
3627,France,23562,36,5
3628,Canada,70048,1,14
3629,China,108295,39,29
3630,India,27026,87,15
3631,Rwanda,46589,90,18
3632,France,112274,75,17
3633,Canada,41844,1,9
3634,USA,38447,75,19
3635,Japan,105415,88,23
3636,USA,92502,74,25
3637,Canada,98268,14,9
3638,France,69708,78,28
3639,Japan,78925,71,16
3640,South Africa,85825,23,26
3641,India,66574,43,6
3642,Germany,100548,22,8
3643,Japan,33812,60,25
3644,South Africa,116337,100,3
3645,Japan,70309,27,22
3646,France,79230,56,5
3647,South Africa,56628,2,7
3648,France,55581,39,23
3649,Kenya,61628,51,25
3650,Canada,103628,19,1
3651,UK,40105,62,22
3652,Japan,94830,71,21
3653,Rwanda,84157,76,4
3654,China,47442,67,26
3655,Japan,102235,63,28
3656,Canada,17347,5,16
3657,Brazil,110022,72,27
3658,Rwanda,62650,78,14
3659,USA,32110,61,1
3660,Kenya,77170,100,4
3661,Germany,19923,71,10
3662,South Africa,66801,7,11
3663,UK,77771,50,7
3664,India,96147,46,4
3665,India,63135,96,1
3666,India,34199,72,26
3667,France,24066,76,1
3668,India,116583,74,17
3669,Germany,67136,14,27
3670,Kenya,107290,73,10
3671,USA,51575,94,5
3672,India,104796,69,7
3673,Rwanda,61733,65,25
3674,Japan,31991,65,8
3675,Rwanda,37553,57,2
3676,Japan,104710,62,9
3677,France,102493,20,4
3678,Germany,15634,75,12
3679,USA,110417,26,26
3680,UK,27771,44,11
3681,Canada,33298,67,5
3682,USA,94876,70,12
3683,Canada,113892,62,27
3684,Rwanda,50999,45,21
3685,Brazil,86887,11,4
3686,Canada,74648,72,13
3687,Kenya,77668,93,22
3688,China,84374,74,1
3689,Kenya,82509,34,18
3690,Japan,118348,88,4
3691,Germany,90783,46,4
3692,Australia,59440,81,8
3693,France,46655,32,25
3694,Rwanda,58039,75,28
3695,China,70255,98,20
3696,Canada,87219,88,6
3697,India,69989,5,4
3698,Germany,26244,63,4
3699,China,109594,29,28
3700,France,73595,48,11
3701,Japan,54551,98,28
3702,Rwanda,78230,16,9
3703,Germany,118898,25,14
3704,France,43371,72,4
